sample_name	metric	marker	niche	a	b	slope_a	geodiversity_a	slope_b	geodiversity_b	withinamong	distance
1429	weighted	16SrRNA	Shrub	AS3013	AS3043	O2	Homogenous	H2	Heterogenous	among geodiversity	0.1733102568167987
1430	weighted	16SrRNA	Shrub	AS3013	AS3044	O2	Homogenous	H2	Heterogenous	among geodiversity	0.19769901028256426
1431	weighted	16SrRNA	Shrub	AS3013	AS3050	O2	Homogenous	H3	Heterogenous	among geodiversity	0.2365748707369607
1432	weighted	16SrRNA	Shrub	AS3013	AS3051	O2	Homogenous	H3	Heterogenous	among geodiversity	0.1801762725278207
1433	weighted	16SrRNA	Shrub	AS3013	AS3054	O2	Homogenous	H3	Heterogenous	among geodiversity	0.20070209695155636
1434	weighted	16SrRNA	Shrub	AS3014	AS3020	O2	Homogenous	O3	Homogenous	within Homogenous	0.16937593452923252
1435	weighted	16SrRNA	Shrub	AS3014	AS3021	O2	Homogenous	O3	Homogenous	within Homogenous	0.25600295595350503
1436	weighted	16SrRNA	Shrub	AS3014	AS3022	O2	Homogenous	O3	Homogenous	within Homogenous	0.2759672797787406
1437	weighted	16SrRNA	Shrub	AS3014	AS3023	O2	Homogenous	O3	Homogenous	within Homogenous	0.2841773314690202
1438	weighted	16SrRNA	Shrub	AS3014	AS3024	O2	Homogenous	O3	Homogenous	within Homogenous	0.2646428130439809
1439	weighted	16SrRNA	Shrub	AS3014	AS3031	O2	Homogenous	H1	Heterogenous	among geodiversity	0.21057255685379472
1440	weighted	16SrRNA	Shrub	AS3014	AS3032	O2	Homogenous	H1	Heterogenous	among geodiversity	0.2634258571695656
1441	weighted	16SrRNA	Shrub	AS3014	AS3033	O2	Homogenous	H1	Heterogenous	among geodiversity	0.23644510195974006
1442	weighted	16SrRNA	Shrub	AS3014	AS3034	O2	Homogenous	H1	Heterogenous	among geodiversity	0.21753865515795826
1443	weighted	16SrRNA	Shrub	AS3014	AS3040	O2	Homogenous	H2	Heterogenous	among geodiversity	0.1057709432603762
1444	weighted	16SrRNA	Shrub	AS3014	AS3041	O2	Homogenous	H2	Heterogenous	among geodiversity	0.10817974335384006
1445	weighted	16SrRNA	Shrub	AS3014	AS3042	O2	Homogenous	H2	Heterogenous	among geodiversity	0.12284389966104108
1446	weighted	16SrRNA	Shrub	AS3014	AS3043	O2	Homogenous	H2	Heterogenous	among geodiversity	0.13158590391319352
1447	weighted	16SrRNA	Shrub	AS3014	AS3044	O2	Homogenous	H2	Heterogenous	among geodiversity	0.2018300175885624
1448	weighted	16SrRNA	Shrub	AS3014	AS3050	O2	Homogenous	H3	Heterogenous	among geodiversity	0.2646720679651738
1449	weighted	16SrRNA	Shrub	AS3014	AS3051	O2	Homogenous	H3	Heterogenous	among geodiversity	0.1937577291782483
1450	weighted	16SrRNA	Shrub	AS3014	AS3054	O2	Homogenous	H3	Heterogenous	among geodiversity	0.2260774063449285
1451	weighted	16SrRNA	Intershrub	AS3015	AS3025	O2	Homogenous	O3	Homogenous	within Homogenous	0.26076555760425835
1452	weighted	16SrRNA	Intershrub	AS3015	AS3027	O2	Homogenous	O3	Homogenous	within Homogenous	0.2932458260850477
1453	weighted	16SrRNA	Intershrub	AS3015	AS3028	O2	Homogenous	O3	Homogenous	within Homogenous	0.23281150174872106
1454	weighted	16SrRNA	Intershrub	AS3015	AS3029	O2	Homogenous	O3	Homogenous	within Homogenous	0.2420746926041655
1455	weighted	16SrRNA	Intershrub	AS3015	AS3035	O2	Homogenous	H1	Heterogenous	among geodiversity	0.17820134652640246
1456	weighted	16SrRNA	Intershrub	AS3015	AS3037	O2	Homogenous	H1	Heterogenous	among geodiversity	0.21143887100563866
1457	weighted	16SrRNA	Intershrub	AS3015	AS3038	O2	Homogenous	H1	Heterogenous	among geodiversity	0.16416417806216774
1458	weighted	16SrRNA	Intershrub	AS3015	AS3039	O2	Homogenous	H1	Heterogenous	among geodiversity	0.2790582262465687
1459	weighted	16SrRNA	Intershrub	AS3015	AS3045	O2	Homogenous	H2	Heterogenous	among geodiversity	0.24575906346805546
1460	weighted	16SrRNA	Intershrub	AS3015	AS3046	O2	Homogenous	H2	Heterogenous	among geodiversity	0.1739448425284278
1461	weighted	16SrRNA	Intershrub	AS3015	AS3047	O2	Homogenous	H2	Heterogenous	among geodiversity	0.15752965352713968
1462	weighted	16SrRNA	Intershrub	AS3015	AS3048	O2	Homogenous	H2	Heterogenous	among geodiversity	0.14508839813361965
1463	weighted	16SrRNA	Intershrub	AS3015	AS3049	O2	Homogenous	H2	Heterogenous	among geodiversity	0.20712468759147076
1464	weighted	16SrRNA	Intershrub	AS3015	AS3055	O2	Homogenous	H3	Heterogenous	among geodiversity	0.15562789453307296
1465	weighted	16SrRNA	Intershrub	AS3015	AS3056	O2	Homogenous	H3	Heterogenous	among geodiversity	0.21068214465257806
1466	weighted	16SrRNA	Intershrub	AS3015	AS3057	O2	Homogenous	H3	Heterogenous	among geodiversity	0.1438338978812876
1467	weighted	16SrRNA	Intershrub	AS3015	AS3058	O2	Homogenous	H3	Heterogenous	among geodiversity	0.2471588660216909
1468	weighted	16SrRNA	Intershrub	AS3016	AS3025	O2	Homogenous	O3	Homogenous	within Homogenous	0.25621485259954585
1469	weighted	16SrRNA	Intershrub	AS3016	AS3027	O2	Homogenous	O3	Homogenous	within Homogenous	0.2893122148376322
1470	weighted	16SrRNA	Intershrub	AS3016	AS3028	O2	Homogenous	O3	Homogenous	within Homogenous	0.2364593892180125
1471	weighted	16SrRNA	Intershrub	AS3016	AS3029	O2	Homogenous	O3	Homogenous	within Homogenous	0.2608422786965445
1472	weighted	16SrRNA	Intershrub	AS3016	AS3035	O2	Homogenous	H1	Heterogenous	among geodiversity	0.18946515075289225
1473	weighted	16SrRNA	Intershrub	AS3016	AS3037	O2	Homogenous	H1	Heterogenous	among geodiversity	0.2489495122083267
1474	weighted	16SrRNA	Intershrub	AS3016	AS3038	O2	Homogenous	H1	Heterogenous	among geodiversity	0.18965897290796235
1475	weighted	16SrRNA	Intershrub	AS3016	AS3039	O2	Homogenous	H1	Heterogenous	among geodiversity	0.27225432313961995
1476	weighted	16SrRNA	Intershrub	AS3016	AS3045	O2	Homogenous	H2	Heterogenous	among geodiversity	0.2819821558350732
1477	weighted	16SrRNA	Intershrub	AS3016	AS3046	O2	Homogenous	H2	Heterogenous	among geodiversity	0.189094985955013
1478	weighted	16SrRNA	Intershrub	AS3016	AS3047	O2	Homogenous	H2	Heterogenous	among geodiversity	0.15714982233048008
1479	weighted	16SrRNA	Intershrub	AS3016	AS3048	O2	Homogenous	H2	Heterogenous	among geodiversity	0.189017807012014
1480	weighted	16SrRNA	Intershrub	AS3016	AS3049	O2	Homogenous	H2	Heterogenous	among geodiversity	0.21193816526680007
1481	weighted	16SrRNA	Intershrub	AS3016	AS3055	O2	Homogenous	H3	Heterogenous	among geodiversity	0.1697594160068623
1482	weighted	16SrRNA	Intershrub	AS3016	AS3056	O2	Homogenous	H3	Heterogenous	among geodiversity	0.2101723162729107
1483	weighted	16SrRNA	Intershrub	AS3016	AS3057	O2	Homogenous	H3	Heterogenous	among geodiversity	0.17499667666282387
1484	weighted	16SrRNA	Intershrub	AS3016	AS3058	O2	Homogenous	H3	Heterogenous	among geodiversity	0.24183666592665096
1485	weighted	16SrRNA	Intershrub	AS3017	AS3025	O2	Homogenous	O3	Homogenous	within Homogenous	0.23815316435615416
1486	weighted	16SrRNA	Intershrub	AS3017	AS3027	O2	Homogenous	O3	Homogenous	within Homogenous	0.26859672431257325
1487	weighted	16SrRNA	Intershrub	AS3017	AS3028	O2	Homogenous	O3	Homogenous	within Homogenous	0.21273803277750303
1488	weighted	16SrRNA	Intershrub	AS3017	AS3029	O2	Homogenous	O3	Homogenous	within Homogenous	0.20820828289985432
1489	weighted	16SrRNA	Intershrub	AS3017	AS3035	O2	Homogenous	H1	Heterogenous	among geodiversity	0.1681910739956563
1490	weighted	16SrRNA	Intershrub	AS3017	AS3037	O2	Homogenous	H1	Heterogenous	among geodiversity	0.2183730108679288
1491	weighted	16SrRNA	Intershrub	AS3017	AS3038	O2	Homogenous	H1	Heterogenous	among geodiversity	0.1991420741239856
1492	weighted	16SrRNA	Intershrub	AS3017	AS3039	O2	Homogenous	H1	Heterogenous	among geodiversity	0.2654514565458984
1493	weighted	16SrRNA	Intershrub	AS3017	AS3045	O2	Homogenous	H2	Heterogenous	among geodiversity	0.24191423863956585
1494	weighted	16SrRNA	Intershrub	AS3017	AS3046	O2	Homogenous	H2	Heterogenous	among geodiversity	0.1671825061090649
1495	weighted	16SrRNA	Intershrub	AS3017	AS3047	O2	Homogenous	H2	Heterogenous	among geodiversity	0.17041478455613038
1496	weighted	16SrRNA	Intershrub	AS3017	AS3048	O2	Homogenous	H2	Heterogenous	among geodiversity	0.14229316887697288
1497	weighted	16SrRNA	Intershrub	AS3017	AS3049	O2	Homogenous	H2	Heterogenous	among geodiversity	0.1863915252485656
1498	weighted	16SrRNA	Intershrub	AS3017	AS3055	O2	Homogenous	H3	Heterogenous	among geodiversity	0.1810703185911667
1499	weighted	16SrRNA	Intershrub	AS3017	AS3056	O2	Homogenous	H3	Heterogenous	among geodiversity	0.18916016281607928
1500	weighted	16SrRNA	Intershrub	AS3017	AS3057	O2	Homogenous	H3	Heterogenous	among geodiversity	0.0859232563871607
1501	weighted	16SrRNA	Intershrub	AS3017	AS3058	O2	Homogenous	H3	Heterogenous	among geodiversity	0.2146490899807788
1502	weighted	16SrRNA	Intershrub	AS3018	AS3025	O2	Homogenous	O3	Homogenous	within Homogenous	0.2189069039099132
1503	weighted	16SrRNA	Intershrub	AS3018	AS3027	O2	Homogenous	O3	Homogenous	within Homogenous	0.2488053261391963
1504	weighted	16SrRNA	Intershrub	AS3018	AS3028	O2	Homogenous	O3	Homogenous	within Homogenous	0.1997231664187053
1505	weighted	16SrRNA	Intershrub	AS3018	AS3029	O2	Homogenous	O3	Homogenous	within Homogenous	0.19273085865170708
1506	weighted	16SrRNA	Intershrub	AS3018	AS3035	O2	Homogenous	H1	Heterogenous	among geodiversity	0.15001257549800967
1507	weighted	16SrRNA	Intershrub	AS3018	AS3037	O2	Homogenous	H1	Heterogenous	among geodiversity	0.2122793315971266
1508	weighted	16SrRNA	Intershrub	AS3018	AS3038	O2	Homogenous	H1	Heterogenous	among geodiversity	0.18476864143049768
1509	weighted	16SrRNA	Intershrub	AS3018	AS3039	O2	Homogenous	H1	Heterogenous	among geodiversity	0.24282062226453305
1510	weighted	16SrRNA	Intershrub	AS3018	AS3045	O2	Homogenous	H2	Heterogenous	among geodiversity	0.23583551152770665
1511	weighted	16SrRNA	Intershrub	AS3018	AS3046	O2	Homogenous	H2	Heterogenous	among geodiversity	0.15035873495746302
1512	weighted	16SrRNA	Intershrub	AS3018	AS3047	O2	Homogenous	H2	Heterogenous	among geodiversity	0.1400005443205012
1513	weighted	16SrRNA	Intershrub	AS3018	AS3048	O2	Homogenous	H2	Heterogenous	among geodiversity	0.1317808277986854
1514	weighted	16SrRNA	Intershrub	AS3018	AS3049	O2	Homogenous	H2	Heterogenous	among geodiversity	0.16621292300050852
1515	weighted	16SrRNA	Intershrub	AS3018	AS3055	O2	Homogenous	H3	Heterogenous	among geodiversity	0.15193072924776538
1516	weighted	16SrRNA	Intershrub	AS3018	AS3056	O2	Homogenous	H3	Heterogenous	among geodiversity	0.16636508022803925
1517	weighted	16SrRNA	Intershrub	AS3018	AS3057	O2	Homogenous	H3	Heterogenous	among geodiversity	0.10458142633171952
1518	weighted	16SrRNA	Intershrub	AS3018	AS3058	O2	Homogenous	H3	Heterogenous	among geodiversity	0.20055425259007503
1519	weighted	16SrRNA	Intershrub	AS3019	AS3025	O2	Homogenous	O3	Homogenous	within Homogenous	0.2242041737680096
1520	weighted	16SrRNA	Intershrub	AS3019	AS3027	O2	Homogenous	O3	Homogenous	within Homogenous	0.2492234587304523
1521	weighted	16SrRNA	Intershrub	AS3019	AS3028	O2	Homogenous	O3	Homogenous	within Homogenous	0.18687019819079528
1522	weighted	16SrRNA	Intershrub	AS3019	AS3029	O2	Homogenous	O3	Homogenous	within Homogenous	0.15969271272684574
1523	weighted	16SrRNA	Intershrub	AS3019	AS3035	O2	Homogenous	H1	Heterogenous	among geodiversity	0.16627602326937851
1524	weighted	16SrRNA	Intershrub	AS3019	AS3037	O2	Homogenous	H1	Heterogenous	among geodiversity	0.22786124099132615
1525	weighted	16SrRNA	Intershrub	AS3019	AS3038	O2	Homogenous	H1	Heterogenous	among geodiversity	0.21090230731040013
1526	weighted	16SrRNA	Intershrub	AS3019	AS3039	O2	Homogenous	H1	Heterogenous	among geodiversity	0.2542882294723092
1527	weighted	16SrRNA	Intershrub	AS3019	AS3045	O2	Homogenous	H2	Heterogenous	among geodiversity	0.2559844046479448
1528	weighted	16SrRNA	Intershrub	AS3019	AS3046	O2	Homogenous	H2	Heterogenous	among geodiversity	0.16772631121616094
1529	weighted	16SrRNA	Intershrub	AS3019	AS3047	O2	Homogenous	H2	Heterogenous	among geodiversity	0.18821353994162104
1530	weighted	16SrRNA	Intershrub	AS3019	AS3048	O2	Homogenous	H2	Heterogenous	among geodiversity	0.17457916732949355
1531	weighted	16SrRNA	Intershrub	AS3019	AS3049	O2	Homogenous	H2	Heterogenous	among geodiversity	0.18642347797837627
1532	weighted	16SrRNA	Intershrub	AS3019	AS3055	O2	Homogenous	H3	Heterogenous	among geodiversity	0.1965701256463565
1533	weighted	16SrRNA	Intershrub	AS3019	AS3056	O2	Homogenous	H3	Heterogenous	among geodiversity	0.17463140265877855
1534	weighted	16SrRNA	Intershrub	AS3019	AS3057	O2	Homogenous	H3	Heterogenous	among geodiversity	0.09863959309648583
1535	weighted	16SrRNA	Intershrub	AS3019	AS3058	O2	Homogenous	H3	Heterogenous	among geodiversity	0.19842214623782092
1536	weighted	16SrRNA	Shrub	AS3020	AS3031	O3	Homogenous	H1	Heterogenous	among geodiversity	0.2231398704403272
1537	weighted	16SrRNA	Shrub	AS3020	AS3032	O3	Homogenous	H1	Heterogenous	among geodiversity	0.18526778819128795
1538	weighted	16SrRNA	Shrub	AS3020	AS3033	O3	Homogenous	H1	Heterogenous	among geodiversity	0.16596718262530824
1539	weighted	16SrRNA	Shrub	AS3020	AS3034	O3	Homogenous	H1	Heterogenous	among geodiversity	0.14121469762314418
1540	weighted	16SrRNA	Shrub	AS3020	AS3040	O3	Homogenous	H2	Heterogenous	among geodiversity	0.19853591262136489
1541	weighted	16SrRNA	Shrub	AS3020	AS3041	O3	Homogenous	H2	Heterogenous	among geodiversity	0.17334725135341578
1542	weighted	16SrRNA	Shrub	AS3020	AS3042	O3	Homogenous	H2	Heterogenous	among geodiversity	0.18256172747669544
1543	weighted	16SrRNA	Shrub	AS3020	AS3043	O3	Homogenous	H2	Heterogenous	among geodiversity	0.19286944103581333
1544	weighted	16SrRNA	Shrub	AS3020	AS3044	O3	Homogenous	H2	Heterogenous	among geodiversity	0.16292374580622165
1545	weighted	16SrRNA	Shrub	AS3020	AS3050	O3	Homogenous	H3	Heterogenous	among geodiversity	0.1875267433633402
1546	weighted	16SrRNA	Shrub	AS3020	AS3051	O3	Homogenous	H3	Heterogenous	among geodiversity	0.14135778838915292
1547	weighted	16SrRNA	Shrub	AS3020	AS3054	O3	Homogenous	H3	Heterogenous	among geodiversity	0.15179168231905382
1548	weighted	16SrRNA	Shrub	AS3021	AS3031	O3	Homogenous	H1	Heterogenous	among geodiversity	0.3106209856784861
1549	weighted	16SrRNA	Shrub	AS3021	AS3032	O3	Homogenous	H1	Heterogenous	among geodiversity	0.1918240575243106
1550	weighted	16SrRNA	Shrub	AS3021	AS3033	O3	Homogenous	H1	Heterogenous	among geodiversity	0.15151929410585266
1551	weighted	16SrRNA	Shrub	AS3021	AS3034	O3	Homogenous	H1	Heterogenous	among geodiversity	0.15026533656183527
1552	weighted	16SrRNA	Shrub	AS3021	AS3040	O3	Homogenous	H2	Heterogenous	among geodiversity	0.29216978932897925
1553	weighted	16SrRNA	Shrub	AS3021	AS3041	O3	Homogenous	H2	Heterogenous	among geodiversity	0.2441301543698099
1554	weighted	16SrRNA	Shrub	AS3021	AS3042	O3	Homogenous	H2	Heterogenous	among geodiversity	0.2584437013056805
1555	weighted	16SrRNA	Shrub	AS3021	AS3043	O3	Homogenous	H2	Heterogenous	among geodiversity	0.2991568788258744
1556	weighted	16SrRNA	Shrub	AS3021	AS3044	O3	Homogenous	H2	Heterogenous	among geodiversity	0.21052253147364094
1557	weighted	16SrRNA	Shrub	AS3021	AS3050	O3	Homogenous	H3	Heterogenous	among geodiversity	0.17022864865828932
1558	weighted	16SrRNA	Shrub	AS3021	AS3051	O3	Homogenous	H3	Heterogenous	among geodiversity	0.20319374605687546
1559	weighted	16SrRNA	Shrub	AS3021	AS3054	O3	Homogenous	H3	Heterogenous	among geodiversity	0.13748795293469154
1560	weighted	16SrRNA	Shrub	AS3022	AS3031	O3	Homogenous	H1	Heterogenous	among geodiversity	0.3147004942997169
1561	weighted	16SrRNA	Shrub	AS3022	AS3032	O3	Homogenous	H1	Heterogenous	among geodiversity	0.1764749063710803
1562	weighted	16SrRNA	Shrub	AS3022	AS3033	O3	Homogenous	H1	Heterogenous	among geodiversity	0.14013240114786354
1563	weighted	16SrRNA	Shrub	AS3022	AS3034	O3	Homogenous	H1	Heterogenous	among geodiversity	0.1503442672960834
1564	weighted	16SrRNA	Shrub	AS3022	AS3040	O3	Homogenous	H2	Heterogenous	among geodiversity	0.3025285186779416
1565	weighted	16SrRNA	Shrub	AS3022	AS3041	O3	Homogenous	H2	Heterogenous	among geodiversity	0.2543095835665126
1566	weighted	16SrRNA	Shrub	AS3022	AS3042	O3	Homogenous	H2	Heterogenous	among geodiversity	0.2804308953954636
1567	weighted	16SrRNA	Shrub	AS3022	AS3043	O3	Homogenous	H2	Heterogenous	among geodiversity	0.32114143781978005
1568	weighted	16SrRNA	Shrub	AS3022	AS3044	O3	Homogenous	H2	Heterogenous	among geodiversity	0.2274393540512651
1569	weighted	16SrRNA	Shrub	AS3022	AS3050	O3	Homogenous	H3	Heterogenous	among geodiversity	0.13397089010908364
1570	weighted	16SrRNA	Shrub	AS3022	AS3051	O3	Homogenous	H3	Heterogenous	among geodiversity	0.20538346933986568
1571	weighted	16SrRNA	Shrub	AS3022	AS3054	O3	Homogenous	H3	Heterogenous	among geodiversity	0.13228522692578518
1572	weighted	16SrRNA	Shrub	AS3023	AS3031	O3	Homogenous	H1	Heterogenous	among geodiversity	0.3064015332402206
1573	weighted	16SrRNA	Shrub	AS3023	AS3032	O3	Homogenous	H1	Heterogenous	among geodiversity	0.21699368393052595
1574	weighted	16SrRNA	Shrub	AS3023	AS3033	O3	Homogenous	H1	Heterogenous	among geodiversity	0.17468475664068686
1575	weighted	16SrRNA	Shrub	AS3023	AS3034	O3	Homogenous	H1	Heterogenous	among geodiversity	0.18847436585714464
1576	weighted	16SrRNA	Shrub	AS3023	AS3040	O3	Homogenous	H2	Heterogenous	among geodiversity	0.3076161595618556
1577	weighted	16SrRNA	Shrub	AS3023	AS3041	O3	Homogenous	H2	Heterogenous	among geodiversity	0.274289312017377
1578	weighted	16SrRNA	Shrub	AS3023	AS3042	O3	Homogenous	H2	Heterogenous	among geodiversity	0.28609094428383625
1579	weighted	16SrRNA	Shrub	AS3023	AS3043	O3	Homogenous	H2	Heterogenous	among geodiversity	0.3188854012027658
1580	weighted	16SrRNA	Shrub	AS3023	AS3044	O3	Homogenous	H2	Heterogenous	among geodiversity	0.2388539558489475
1581	weighted	16SrRNA	Shrub	AS3023	AS3050	O3	Homogenous	H3	Heterogenous	among geodiversity	0.1988492960975052
1582	weighted	16SrRNA	Shrub	AS3023	AS3051	O3	Homogenous	H3	Heterogenous	among geodiversity	0.2301060810549389
1583	weighted	16SrRNA	Shrub	AS3023	AS3054	O3	Homogenous	H3	Heterogenous	among geodiversity	0.19486522958083874
1584	weighted	16SrRNA	Shrub	AS3024	AS3031	O3	Homogenous	H1	Heterogenous	among geodiversity	0.2996554745492506
1585	weighted	16SrRNA	Shrub	AS3024	AS3032	O3	Homogenous	H1	Heterogenous	among geodiversity	0.16772244875720987
1586	weighted	16SrRNA	Shrub	AS3024	AS3033	O3	Homogenous	H1	Heterogenous	among geodiversity	0.1335278283528887
1587	weighted	16SrRNA	Shrub	AS3024	AS3034	O3	Homogenous	H1	Heterogenous	among geodiversity	0.1403661504812369
1588	weighted	16SrRNA	Shrub	AS3024	AS3040	O3	Homogenous	H2	Heterogenous	among geodiversity	0.2889606474467011
1589	weighted	16SrRNA	Shrub	AS3024	AS3041	O3	Homogenous	H2	Heterogenous	among geodiversity	0.24512571351647075
1590	weighted	16SrRNA	Shrub	AS3024	AS3042	O3	Homogenous	H2	Heterogenous	among geodiversity	0.2665848052348665
1591	weighted	16SrRNA	Shrub	AS3024	AS3043	O3	Homogenous	H2	Heterogenous	among geodiversity	0.3094093009032949
1592	weighted	16SrRNA	Shrub	AS3024	AS3044	O3	Homogenous	H2	Heterogenous	among geodiversity	0.21714760099744904
1593	weighted	16SrRNA	Shrub	AS3024	AS3050	O3	Homogenous	H3	Heterogenous	among geodiversity	0.15877208202861884
1594	weighted	16SrRNA	Shrub	AS3024	AS3051	O3	Homogenous	H3	Heterogenous	among geodiversity	0.1958481955260718
1595	weighted	16SrRNA	Shrub	AS3024	AS3054	O3	Homogenous	H3	Heterogenous	among geodiversity	0.13770516418246262
1596	weighted	16SrRNA	Intershrub	AS3025	AS3035	O3	Homogenous	H1	Heterogenous	among geodiversity	0.2030902352111452
1597	weighted	16SrRNA	Intershrub	AS3025	AS3037	O3	Homogenous	H1	Heterogenous	among geodiversity	0.2805742461786166
1598	weighted	16SrRNA	Intershrub	AS3025	AS3038	O3	Homogenous	H1	Heterogenous	among geodiversity	0.2961967048219001
1599	weighted	16SrRNA	Intershrub	AS3025	AS3039	O3	Homogenous	H1	Heterogenous	among geodiversity	0.14503222918228315
1600	weighted	16SrRNA	Intershrub	AS3025	AS3045	O3	Homogenous	H2	Heterogenous	among geodiversity	0.3041902715691623
1601	weighted	16SrRNA	Intershrub	AS3025	AS3046	O3	Homogenous	H2	Heterogenous	among geodiversity	0.1663103050416014
1602	weighted	16SrRNA	Intershrub	AS3025	AS3047	O3	Homogenous	H2	Heterogenous	among geodiversity	0.1982553211687696
1603	weighted	16SrRNA	Intershrub	AS3025	AS3048	O3	Homogenous	H2	Heterogenous	among geodiversity	0.2760818154943706
1604	weighted	16SrRNA	Intershrub	AS3025	AS3049	O3	Homogenous	H2	Heterogenous	among geodiversity	0.17781858031443867
1605	weighted	16SrRNA	Intershrub	AS3025	AS3055	O3	Homogenous	H3	Heterogenous	among geodiversity	0.19214324941958213
1606	weighted	16SrRNA	Intershrub	AS3025	AS3056	O3	Homogenous	H3	Heterogenous	among geodiversity	0.11287422603116384
1607	weighted	16SrRNA	Intershrub	AS3025	AS3057	O3	Homogenous	H3	Heterogenous	among geodiversity	0.2176799933684893
1608	weighted	16SrRNA	Intershrub	AS3025	AS3058	O3	Homogenous	H3	Heterogenous	among geodiversity	0.13792149102971038
1609	weighted	16SrRNA	Intershrub	AS3027	AS3035	O3	Homogenous	H1	Heterogenous	among geodiversity	0.2342620733734317
1610	weighted	16SrRNA	Intershrub	AS3027	AS3037	O3	Homogenous	H1	Heterogenous	among geodiversity	0.3178650659439712
1611	weighted	16SrRNA	Intershrub	AS3027	AS3038	O3	Homogenous	H1	Heterogenous	among geodiversity	0.32741661738416505
1612	weighted	16SrRNA	Intershrub	AS3027	AS3039	O3	Homogenous	H1	Heterogenous	among geodiversity	0.16872259710412946
1613	weighted	16SrRNA	Intershrub	AS3027	AS3045	O3	Homogenous	H2	Heterogenous	among geodiversity	0.32512645245651633
1614	weighted	16SrRNA	Intershrub	AS3027	AS3046	O3	Homogenous	H2	Heterogenous	among geodiversity	0.2088650132136418
1615	weighted	16SrRNA	Intershrub	AS3027	AS3047	O3	Homogenous	H2	Heterogenous	among geodiversity	0.2537557876578237
1616	weighted	16SrRNA	Intershrub	AS3027	AS3048	O3	Homogenous	H2	Heterogenous	among geodiversity	0.3011869197080201
1617	weighted	16SrRNA	Intershrub	AS3027	AS3049	O3	Homogenous	H2	Heterogenous	among geodiversity	0.20070337079845135
1618	weighted	16SrRNA	Intershrub	AS3027	AS3055	O3	Homogenous	H3	Heterogenous	among geodiversity	0.2598350199090298
1619	weighted	16SrRNA	Intershrub	AS3027	AS3056	O3	Homogenous	H3	Heterogenous	among geodiversity	0.1785938728449866
1620	weighted	16SrRNA	Intershrub	AS3027	AS3057	O3	Homogenous	H3	Heterogenous	among geodiversity	0.2470416757967464
1621	weighted	16SrRNA	Intershrub	AS3027	AS3058	O3	Homogenous	H3	Heterogenous	among geodiversity	0.1364586387091042
1622	weighted	16SrRNA	Intershrub	AS3028	AS3035	O3	Homogenous	H1	Heterogenous	among geodiversity	0.20470430076522292
1623	weighted	16SrRNA	Intershrub	AS3028	AS3037	O3	Homogenous	H1	Heterogenous	among geodiversity	0.2637585436671196
1624	weighted	16SrRNA	Intershrub	AS3028	AS3038	O3	Homogenous	H1	Heterogenous	among geodiversity	0.28239255630190196
1625	weighted	16SrRNA	Intershrub	AS3028	AS3039	O3	Homogenous	H1	Heterogenous	among geodiversity	0.20054941049304992
1626	weighted	16SrRNA	Intershrub	AS3028	AS3045	O3	Homogenous	H2	Heterogenous	among geodiversity	0.2831756871569536
1627	weighted	16SrRNA	Intershrub	AS3028	AS3046	O3	Homogenous	H2	Heterogenous	among geodiversity	0.16514872240575662
1628	weighted	16SrRNA	Intershrub	AS3028	AS3047	O3	Homogenous	H2	Heterogenous	among geodiversity	0.22500718938358366
1629	weighted	16SrRNA	Intershrub	AS3028	AS3048	O3	Homogenous	H2	Heterogenous	among geodiversity	0.26273758968428873
1630	weighted	16SrRNA	Intershrub	AS3028	AS3049	O3	Homogenous	H2	Heterogenous	among geodiversity	0.17893333311509946
1631	weighted	16SrRNA	Intershrub	AS3028	AS3055	O3	Homogenous	H3	Heterogenous	among geodiversity	0.2197893041366465
1632	weighted	16SrRNA	Intershrub	AS3028	AS3056	O3	Homogenous	H3	Heterogenous	among geodiversity	0.1554305574122293
1633	weighted	16SrRNA	Intershrub	AS3028	AS3057	O3	Homogenous	H3	Heterogenous	among geodiversity	0.19489709087768045
1634	weighted	16SrRNA	Intershrub	AS3028	AS3058	O3	Homogenous	H3	Heterogenous	among geodiversity	0.13818661933873724
1635	weighted	16SrRNA	Intershrub	AS3029	AS3035	O3	Homogenous	H1	Heterogenous	among geodiversity	0.21566129412435645
1636	weighted	16SrRNA	Intershrub	AS3029	AS3037	O3	Homogenous	H1	Heterogenous	among geodiversity	0.2657773781995921
1637	weighted	16SrRNA	Intershrub	AS3029	AS3038	O3	Homogenous	H1	Heterogenous	among geodiversity	0.2951388804639784
1638	weighted	16SrRNA	Intershrub	AS3029	AS3039	O3	Homogenous	H1	Heterogenous	among geodiversity	0.21664405703571687
1639	weighted	16SrRNA	Intershrub	AS3029	AS3045	O3	Homogenous	H2	Heterogenous	among geodiversity	0.2633906448230432
1640	weighted	16SrRNA	Intershrub	AS3029	AS3046	O3	Homogenous	H2	Heterogenous	among geodiversity	0.1919202467738306
1641	weighted	16SrRNA	Intershrub	AS3029	AS3047	O3	Homogenous	H2	Heterogenous	among geodiversity	0.23957451592994405
1642	weighted	16SrRNA	Intershrub	AS3029	AS3048	O3	Homogenous	H2	Heterogenous	among geodiversity	0.25395730764986946
1643	weighted	16SrRNA	Intershrub	AS3029	AS3049	O3	Homogenous	H2	Heterogenous	among geodiversity	0.1812918411549848
1644	weighted	16SrRNA	Intershrub	AS3029	AS3055	O3	Homogenous	H3	Heterogenous	among geodiversity	0.2420347687471381
